"nx_goods_id"	"nx_goods_name"	"nx_goods_standardname"	"nx_goods_father_id"	"sku_stored_grand_id"	"sku_should_grand_id"	"sku_stored_gg_id"	"sku_should_gg_id"
"101817"	"魔芋丝"	"件"	"11031"	"107"		"1"	
"101820"	"芝麻菜"	"斤"	"11176"	"109"		"1"	
"101825"	"纯瘦肉"	"斤"	"11177"	"201"		"2"	
"101830"	"去皮鹌鹑蛋"	"袋"	"11180"	"607"		"6"	
"101831"	"烙饼"	"张"	"11181"	"403"		"4"	
"101832"	"火锅油条"	"件"	"12487"	"1207"		"12"	
"101833"	"海参丸"	"袋"	"11183"	"801"		"8"	
"101836"	"海带结"	"件"	"10390"	"508"		"5"	
"101837"	"绿甘蓝"	"斤"	"10101"	"101"		"1"	
"101838"	"卤水豆腐"	"斤"	"11072"	"107"		"1"	
"101841"	"清水莲藕"	"袋"	"11185"	"307"		"3"	
"101842"	"小香肠"	"斤"	"11186"	"606"		"6"	
"101851"	"大芦笋"	"斤"	"11163"	"109"		"1"	
"101852"	"笨豆芽"	"斤"	"10145"	"102"		"1"	
"101854"	"牛肝菌"	"斤"	"11191"	"106"		"1"	
"101855"	"西洋菜"	"斤"	"11192"	"109"		"1"	
"101856"	"香椿苗"	"盒"	"11193"	"109"		"1"	
"101857"	"红圣女果"	"斤"	"10168"	"103"		"1"	
"101858"	"去皮青笋"	"斤"	"10687"	"102"		"1"	
"101859"	"萝卜苗"	"盒"	"11194"	"109"		"1"	
"101860"	"大蒜米"	"袋"	"10179"	"104"		"1"	
"101861"	"发面饼"	"个"	"11195"	"403"		"4"	
"101862"	"大米"	"袋"	"11196"	"903"		"9"	
"101863"	"韧豆腐"	"盒"	"11197"	"107"		"1"	
"101864"	"羽衣甘蓝"	"斤"	"11198"	"109"		"1"	
"101865"	"四川胡萝卜"	"斤"	"10143"	"102"		"1"	
"101866"	"去叶大葱"	"斤"	"10180"	"104"		"1"	
"101867"	"荔浦香芋"	"斤"	"11199"	"102"		"1"	
"101869"	"手指胡萝卜"	"斤"	"10143"	"102"		"1"	
"101870"	"黄金柳芽"	"盒"	"11200"	"109"		"1"	
"101871"	"大杏鲍菇"	"包"	"10199"	"106"		"1"	
"101872"	"蟹味菇"	"包"	"10203"	"106"		"1"	
"101873"	"豌豆苗"	"盒"	"11201"	"109"		"1"	
"101874"	"冰激淋萝卜"	"斤"	"11202"	"102"		"1"	
"101875"	"小米"	"斤"	"11203"	"903"		"9"	
"101876"	"黄柠檬"	"袋"	"10232"	"108"		"1"	
"101878"	"芥兰"	"斤"	"11204"	"101"		"1"	
"101881"	"秋葵"	"袋"	"11166"	"109"		"1"	
"101882"	"黄心苦苣"	"斤"	"10116"	"101"		"1"	
"101884"	"无花果"	"盒"	"11205"	"109"		"1"	
"101885"	"去皮山药"	"斤"	"10139"	"102"		"1"	
"101887"	"豌豆苗"	"斤"	"11201"	"109"		"1"	
"101888"	"韭黄"	"斤"	"10105"	"101"		"1"	
"101889"	"老黄瓜"	"斤"	"11207"	"103"		"1"	
"101890"	"乳瓜"	"斤"	"11208"	"103"		"1"	
"101891"	"香葱"	"斤"	"11209"	"104"		"1"	
"101892"	"泡椒藕带"	"袋"	"11741"	"608"		"6"	
"101893"	"紫背天葵"	"斤"	"11211"	"109"		"1"	
"101894"	"红苋菜"	"斤"	"11212"	"101"		"1"	
"101895"	"鹿茸菌"	"包"	"11213"	"106"		"1"	
"101896"	"豆腐"	"斤"	"11214"	"107"		"1"	
"101897"	"石竹花"	"盒"	"11215"	"109"		"1"	
"101899"	"千叶吊兰"	"盒"	"11217"	"109"		"1"	
"101900"	"铜钱草"	"斤"	"11218"	"109"		"1"	
"101902"	"绣球"	"盒"	"11220"	"109"		"1"	
"101903"	"绿绣球"	"盒"	"11220"	"109"		"1"	
"101904"	"黄金菊"	"斤"	"11221"	"109"		"1"	
"101905"	"网纹叶"	"盒"	"11222"	"109"		"1"	
"101906"	"绿枫叶"	"盒"	"11223"	"109"		"1"	
"101907"	"甜菜苗"	"斤"	"11224"	"109"		"1"	
"101908"	"火红苗"	"盒"	"11225"	"109"		"1"	
"101909"	"长寿藤"	"斤"	"11226"	"109"		"1"	
"101910"	"小荷花"	"盒"	"11227"	"109"		"1"	
"101911"	"黄乒乓菊"	"盆"	"11228"	"109"		"1"	
"101912"	"绿毛球"	"盒"	"11229"	"109"		"1"	
"101913"	"剑叶"	"斤"	"11230"	"109"		"1"	
"101914"	"芭蕉叶"	"斤"	"11231"	"109"		"1"	
"101915"	"尤加利叶"	"斤"	"11232"	"109"		"1"	
"101916"	"红玫瑰花瓣"	"盒"	"11233"	"109"		"1"	
"101917"	"多头雏菊"	"斤"	"11234"	"109"		"1"	
"101918"	"巴木叶"	"斤"	"11235"	"109"		"1"	
"101919"	"香叶"	"斤"	"11236"	"109"		"1"	
"101920"	"熊猫竹"	"斤"	"11237"	"109"		"1"	
"101921"	"文竹"	"斤"	"11238"	"109"		"1"	
"101922"	"蓬莱松"	"把"	"11239"	"109"		"1"	
"101923"	"满天星"	"斤"	"11240"	"109"		"1"	
"101925"	"清香木"	"盒"	"11241"	"109"		"1"	
"101926"	"凤尾叶"	"斤"	"11242"	"109"		"1"	
"101927"	"羊齿草"	"斤"	"11243"	"109"		"1"	
"101928"	"三叶香"	"斤"	"11244"	"109"		"1"	
"101929"	"塔花"	"斤"	"11245"	"109"		"1"	
"101930"	"龙豆"	"斤"	"11246"	"109"		"1"	
"101931"	"豆尖"	"斤"	"11247"	"103"		"1"	
"101932"	"芥兰苗"	"盒"	"11248"	"109"		"1"	
"101933"	"蚕豆米"	"斤"	"11249"	"109"		"1"	
"101935"	"韩苏"	"斤"	"11251"	"109"		"1"	
"101936"	"马兰头"	"斤"	"11252"	"109"		"1"	
"101939"	"白玉鸭血"	"盒"	"10217"	"107"		"1"	
"101940"	"姜粉"	"袋"	"11255"	"302"		"3"	
"101941"	"芥末粉"	"瓶"	"11256"	"302"		"3"	
"101945"	"咸菜丝"	"斤"	"10694"	"602"		"6"	
"101946"	"水芹"	"斤"	"11258"	"109"		"1"	
"101948"	"鲜沙姜"	"斤"	"10183"	"104"		"1"	
"101949"	"金玉兰"	"斤"	"11261"	"109"		"1"	
"101950"	"真空白玉米"	"根"	"10169"	"103"		"1"	
"101951"	"真空黑玉米"	"根"	"10169"	"103"		"1"	
"101952"	"保罗生菜"	"斤"	"11262"	"109"		"1"	
"101955"	"红菜苔"	"斤"	"12155"	"109"		"1"	
"101956"	"豆王"	"斤"	"11266"	"103"		"1"	
"101957"	"绿芽豆"	"斤"	"11267"	"109"		"1"	
"101959"	"杭白菜"	"斤"	"11269"	"109"		"1"	
"101960"	"豌豆尖"	"斤"	"11270"	"101"		"1"	
"101961"	"粽叶"	"斤"	"11271"	"109"		"1"	
"101963"	"笋"	"袋"	"11272"	"307"		"3"	
"101966"	"紫叶生菜"	"斤"	"10113"	"101"		"1"	
"101967"	"独头蒜"	"斤"	"11275"	"104"		"1"	
"101968"	"红花生"	"斤"	"10173"	"103"		"1"	
"101969"	"白花生"	"斤"	"10173"	"103"		"1"	
"101970"	"小土豆"	"斤"	"10134"	"102"		"1"	
"101971"	"豌豆"	"斤"	"11276"	"103"		"1"	
"101974"	"茭白"	"袋"	"10151"	"102"		"1"	
"101976"	"贝贝西红柿"	"斤"	"10162"	"103"		"1"	
"101977"	"广东丝瓜"	"斤"	"10171"	"103"		"1"	
"101978"	"蓝绣球"	"盒"	"11220"	"109"		"1"	
"101980"	"紫玉兰"	"斤"	"11278"	"109"		"1"	
"101981"	"新姜芽"	"斤"	"11279"	"109"		"1"	
"101982"	"小白萝卜"	"斤"	"10136"	"102"		"1"	
"101983"	"板蓝根苔"	"斤"	"11280"	"109"		"1"	
"101984"	"鲍芹"	"斤"	"11281"	"109"		"1"	
"101985"	"白芹菜"	"斤"	"11282"	"109"		"1"	
"101986"	"豌豆米"	"斤"	"11276"	"103"		"1"	
"101987"	"松茸"	"斤"	"11283"	"109"		"1"	
"101988"	"芡实"	"斤"	"11284"	"306"		"3"	
"101989"	"玉女瓜"	"斤"	"11285"	"103"		"1"	
"101990"	"茴香球"	"斤"	"11286"	"109"		"1"	
"101992"	"棒菜"	"斤"	"11288"	"109"		"1"	
"101993"	"鱼腥草叶"	"斤"	"10277"	"109"		"1"	
"101994"	"白菜苔"	"斤"	"12155"	"109"		"1"	
"101995"	"黄耳菌"	"斤"	"11289"	"106"		"1"	
"101996"	"西兰苔"	"斤"	"11290"	"109"		"1"	
"101997"	"火锅笋"	"袋"	"11272"	"307"		"3"	
"101998"	"鲜虫草花"	"盒"	"10205"	"106"		"1"	
"101999"	"鲜虫草花"	"袋"	"10205"	"106"		"1"	
"102000"	"南姜"	"斤"	"11292"	"109"		"1"	
"102001"	"青椒"	"斤"	"11293"	"105"		"1"	
"102002"	"儿菜"	"斤"	"11294"	"101"		"1"	
"102003"	"芦蒿"	"斤"	"11295"	"109"		"1"	
"102004"	"迷迭香"	"盒"	"10270"	"109"		"1"	
"102005"	"牛油生菜"	"斤"	"11296"	"101"		"1"	
"102006"	"板栗南瓜"	"斤"	"11297"	"103"		"1"	
"102007"	"芋头片"	"袋"	"11199"	"102"		"1"	
"102008"	"荷兰豆 优"	"斤"	"10229"	"103"		"1"	
"102009"	"红枫叶"	"盒"	"11223"	"109"		"1"	
"102011"	"花生苗"	"盒"	"11298"	"109"		"1"	
"102013"	"湖南丝瓜"	"斤"	"10171"	"103"		"1"	
"102014"	"干葱"	"斤"	"11299"	"104"		"1"	
"102015"	"去皮干葱"	"斤"	"11299"	"104"		"1"	
"102016"	"白玉菇"	"袋"	"10200"	"106"		"1"	
"102017"	"芥蓝笋"	"斤"	"10687"	"102"		"1"	
"102019"	"秋黄瓜"	"斤"	"10161"	"103"		"1"	
"102020"	"香椿苗"	"板"	"11193"	"109"		"1"	
"102021"	"罗勒叶"	"斤"	"11301"	"109"		"1"	
"102024"	"马家沟芹菜"	"斤"	"10104"	"101"		"1"	
"102025"	"鲍芹"	"斤"	"10104"	"101"		"1"	
"102026"	"鲜茅草"	"斤"	"11303"	"109"		"1"	
"102027"	"龙眼蒜米"	"斤"	"10179"	"104"		"1"	
"102028"	"百合"	"碗"	"10269"	"109"		"1"	
"102029"	"黄瓜花"	"斤"	"10161"	"103"		"1"	
"102030"	"冰川茄子"	"斤"	"11304"	"103"		"1"	
"102031"	"长杆香菜"	"斤"	"10103"	"101"		"1"	
"102032"	"豌豆尖"	"袋"	"11270"	"101"		"1"	
"102033"	"穿心莲"	"斤"	"11305"	"109"		"1"	
"102034"	"贡笋"	"斤"	"11306"	"109"		"1"	
"102036"	"海鲜菇"	"袋"	"10202"	"106"		"1"	
"102037"	"宁夏菜心"	"斤"	"10118"	"101"		"1"	
"102038"	"酸膜叶"	"盒"	"11308"	"109"		"1"	
"102039"	"广东茄子"	"斤"	"11309"	"103"		"1"	
"102040"	"去叶中葱"	"斤"	"10551"	"104"		"1"	
"102042"	"鱼豆腐"	"斤"	"11044"	"801"		"8"	
"102043"	"撒尿牛丸"	"斤"	"10812"	"801"		"8"	
"102044"	"紫圆生菜"	"斤"	"10107"	"101"		"1"	
"102045"	"紫白菜"	"斤"	"11311"	"101"		"1"	
"102046"	"酸奶"	"桶"	"11312"	"1103"		"11"	
"102047"	"鲜白条鸡"	"斤"	"11313"	"202"		"2"	
"102048"	"莳萝"	"盒"	"11314"	"109"		"1"	
"102049"	"黄圣女果"	"斤"	"10168"	"103"		"1"	
"102050"	"薄荷叶"	"盒"	"10263"	"109"		"1"	
"102051"	"五得利五星面粉"	"袋"	"11315"	"901"		"9"	
"102052"	"鸡腿菇"	"斤"	"11316"	"106"		"1"	
"102053"	"冬笋"	"袋"	"10800"	"102"		"1"	
"102054"	"菊花"	"支"	"11317"	"109"		"1"	
"102055"	"细黄豆芽"	"斤"	"10145"	"102"		"1"	
"102057"	"三河豆腐丝"	"斤"	"10587"	"107"		"1"	
"102058"	"串红"	"斤"	"10162"	"103"		"1"	
"102059"	"豆浆粉"	"袋"	"11319"	"1104"		"11"	
"102060"	"雪碧"	"件"	"11320"	"1102"		"11"	
"102061"	"凉瓜"	"斤"	"10170"	"103"		"1"	
"102062"	"皱皮椒"	"斤"	"11321"	"105"		"1"	
"102063"	"麻椒"	"斤"	"11322"	"105"		"1"	
"102065"	"短黄豆芽"	"斤"	"10145"	"102"		"1"	
"102068"	"马铃薯粉条"	"斤"	"10492"	"306"		"3"	
"102072"	"小青柠"	"斤"	"10232"	"108"		"1"	
"102073"	"去皮马蹄"	"袋"	"10148"	"102"		"1"	
"102074"	"孢子甘蓝"	"斤"	"11326"	"109"		"1"	
"102075"	"山药豆"	"斤"	"10139"	"102"		"1"	
"102076"	"龙须挂面"	"包"	"10895"	"401"		"4"	
"102077"	"五香豆腐干"	"斤"	"10657"	"107"		"1"	
"102078"	"鸡豆米"	"袋"	"11327"	"109"		"1"	
"102079"	"冻豆腐"	"斤"	"11072"	"107"		"1"	
"102080"	"郫县豆瓣酱"	"瓶"	"10436"	"303"		"3"	
"102082"	"手擀面"	"斤"	"11329"	"401"		"4"	
"102084"	"湖北青蒜苗"	"斤"	"11330"	"109"		"1"	
"102086"	"红薯叶"	"斤"	"11331"	"101"		"1"	
"102087"	"菊花菜"	"斤"	"11332"	"101"		"1"	
"102088"	"黄冰糖"	"斤"	"12104"	"302"		"3"	
"102089"	"鲜人参"	"支"	"11333"	"109"		"1"	
"102090"	"卞萝卜"	"斤"	"11334"	"102"		"1"	
"102092"	"油炸花生米"	"斤"	"11336"	"608"		"6"	
"102093"	"黑米"	"斤"	"11337"	"903"		"9"	
"102096"	"帝门菠萝罐头"	"瓶"	"11134"	"307"		"3"	
"102098"	"辣椒丝"	"斤"	"10473"	"305"		"3"	
"102099"	"锅刷子"	"个"	"11340"	"702"		"7"	
"102100"	"喷壶"	"个"	"11341"	"702"		"7"	
"102101"	"毛巾"	"条"	"11342"	"702"		"7"	
"102102"	"方毛巾"	"条"	"11342"	"702"		"7"	
"102103"	"点火枪"	"个"	"11343"	"704"		"7"	
"102104"	"支出凭证"	"包"	"11344"	"707"		"7"	
"102105"	"鹿茸菌"	"斤"	"11213"	"106"		"1"	
"102107"	"无花果"	"斤"	"11346"	"108"		"1"	
"102108"	"无花果"	"个"	"11346"	"108"		"1"	
"102109"	"家乐麻辣鲜露"	"瓶"	"10463"	"304"		"3"	
"102110"	"黑胡椒粉"	"斤"	"11347"	"302"		"3"	
"102111"	"黑胡椒粉"	"瓶"	"11347"	"302"		"3"	
"102112"	"焗豆"	"瓶"	"11348"	"307"		"3"	
"102113"	"茄意欧去皮番茄罐头"	"瓶"	"10433"	"303"		"3"	
"102117"	"三道麟鲤鱼"	"斤"	"10348"	"501"		"5"	
"102118"	"草莓西红柿"	"斤"	"10162"	"103"		"1"	
"102119"	"雪里红"	"斤"	"11351"	"602"		"6"	
"102120"	"金针菇"	"袋"	"10198"	"106"		"1"	
"102121"	"海天上等蚝油"	"瓶"	"10797"	"304"		"3"	
"102122"	"李锦记一品鲜"	"瓶"	"11352"	"301"		"3"	
"102123"	"古松绵白糖"	"袋"	"10403"	"302"		"3"	
"102124"	"葱伴侣甜面酱"	"袋"	"10439"	"303"		"3"	
"102126"	"去骨鸡腿肉"	"斤"	"10292"	"202"		"2"	
"102127"	"紫林陈醋"	"壶"	"10394"	"301"		"3"	
"102128"	"洗洁精"	"桶"	"10543"	"702"		"7"	
"102129"	"猪蹄"	"斤"	"11354"	"601"		"6"	
"102134"	"平安竹"	"盆"	"11356"	"109"		"1"	
"102137"	"东星斑"	"斤"	"11357"	"501"		"5"	
"102138"	"芝麻烧饼"	"个"	"11358"	"403"		"4"	
"102139"	"麻酱烧饼"	"个"	"11359"	"403"		"4"	
"102140"	"薏米"	"斤"	"11360"	"904"		"9"	
"102141"	"山楂罐头"	"瓶"	"11361"	"307"		"3"	
"102142"	"柴鸡"	"斤"	"11362"	"202"		"2"	
"102143"	"玉米面"	"袋"	"10910"	"904"		"9"	
"102144"	"狮子头"	"袋"	"11363"	"1202"		"12"	
"102145"	"鲜猪后蹄"	"斤"	"11364"	"201"		"2"	
"102146"	"辣妹子"	"斤"	"11365"	"105"		"1"	
"102147"	"鹅唇"	"包"	"11366"	"202"		"2"	
"102148"	"羊头肉"	"斤"	"11367"	"604"		"6"	
"102149"	"去皮花生"	"斤"	"11906"	"1106"		"11"	
"102151"	"墨鱼花"	"件"	"11370"	"508"		"5"	
"102153"	"鱿鱼"	"斤"	"11372"	"508"		"5"	
"102154"	"燕京啤酒"	"件"	"11503"	"1104"		"11"	
"102155"	"一次性桌布"	"包"	"11374"	"701"		"7"	
"102157"	"菊花瓣"	"盒"	"11376"	"109"		"1"	
"102158"	"蒜苗"	"斤"	"11377"	"104"		"1"	
"102159"	"韭菜花"	"斤"	"11378"	"104"		"1"	
"102160"	"赣南脐橙"	"斤"	"11379"	"108"		"1"	
"102161"	"蔷薇"	"支"	"11380"	"109"		"1"	
"102162"	"多头玫瑰"	"支"	"11233"	"109"		"1"	
"102164"	"飘腊"	"板"	"11382"	"701"		"7"	
"102165"	"河虾"	"件"	"11383"	"508"		"5"	
"102167"	"芹菜苗"	"斤"	"10104"	"101"		"1"	
"102168"	"胶水"	"支"	"11385"	"707"		"7"	
"102169"	"扒鸡"	"只"	"11386"	"603"		"6"	
"102170"	"酸辣藕带"	"袋"	"11741"	"608"		"6"	
"102172"	"火锅面"	"袋"	"11434"	"1107"		"11"	
"102173"	"香葱酱"	"罐"	"11390"	"303"		"3"	
"102174"	"醉鱼干"	"袋"	"11391"	"1101"		"11"	
"102175"	"酸辣鱼皮"	"袋"	"11392"	"506"		"5"	
"102176"	"佛跳墙"	"袋"	"11393"	"506"		"5"	
"102177"	"鸡脯肉"	"件"	"11394"	"202"		"2"	
"102178"	"黄金针菇"	"袋"	"11395"	"106"		"1"	
"102179"	"素丸子"	"斤"	"11396"	"801"		"8"	
"102180"	"烧烤尖椒"	"斤"	"11397"	"105"		"1"	
"102181"	"墨鱼丸"	"斤"	"11398"	"801"		"8"	
"102182"	"龙虾尾小号"	"斤"	"11043"	"504"		"5"	
"102183"	"藤椒牛肉面"	"箱"	"11434"	"1107"		"11"	
"102186"	"大酱"	"件"	"10439"	"303"		"3"	
"102187"	"杂面窝窝头"	"个"	"11403"	"403"		"4"	
"102188"	"虾滑"	"袋"	"11404"	"801"		"8"	
"102189"	"九制话梅"	"包"	"11405"	"1101"		"11"	
"102190"	"红肠"	"斤"	"11406"	"803"		"8"	
"102192"	"海螺"	"斤"	"11408"	"502"		"5"	
"102193"	"鲟鱼"	"斤"	"11409"	"501"		"5"	
"102194"	"大黄鱼"	"斤"	"11410"	"508"		"5"	
"102195"	"方馒头"	"个"	"11411"	"403"		"4"	
"102196"	"馄炖"	"斤"	"11412"	"401"		"4"	
"102197"	"鲜鱼虾板面"	"箱"	"11434"	"1107"		"11"	
"102198"	"五香粉"	"盒"	"10408"	"302"		"3"	
"102199"	"红豆"	"斤"	"11414"	"904"		"9"	
"102201"	"牛肋条"	"斤"	"11415"	"203"		"2"	
"102203"	"浏阳豆豉"	"包"	"10437"	"303"		"3"	
"102204"	"永和豆浆粉原味"	"袋"	"11319"	"1104"		"11"	
"102205"	"王致和白腐乳"	"瓶"	"10757"	"303"		"3"	
"102206"	"奥利奥"	"盒"	"12534"	"1107"		"11"	
"102207"	"双耳深砂锅 大号"	"个"	"11418"	"704"		"7"	
"102208"	"砂锅 中号"	"个"	"11419"	"704"		"7"	
"102210"	"冻鹅唇"	"袋"	"11421"	"1001"		"10"	
"102211"	"液化气喷枪"	"个"	"11422"	"704"		"7"	
"102212"	"鲜茯苓"	"斤"	"11423"	"102"		"1"	
"102213"	"柠檬叶"	"斤"	"11424"	"109"		"1"	
"102215"	"什锦酱菜"	"箱"	"12437"	"608"		"6"	
"102216"	"睡莲花瓣"	"盒"	"11427"	"109"		"1"	
"102217"	"白砂锅"	"个"	"11428"	"704"		"7"	
"102218"	"三元原味酸奶"	"桶"	"11312"	"1103"		"11"	
"102219"	"三元原味酸奶"	"箱"	"11312"	"1103"		"11"	
"102220"	"树番茄"	"斤"	"10162"	"103"		"1"	
"102221"	"库尔勒香梨"	"斤"	"10909"	"108"		"1"	
"102222"	"马踏湖莲藕"	"斤"	"10138"	"102"		"1"	
"102223"	"鞋刷子"	"个"	"11429"	"702"		"7"	
"102224"	"玉米淀粉"	"斤"	"10404"	"302"		"3"	
"102225"	"冷冻带鱼"	"斤"	"10366"	"503"		"5"	
"102226"	"三元盒装牛奶"	"箱"	"10557"	"1102"		"11"	
"102227"	"鲜猪耳"	"斤"	"11430"	"201"		"2"	
"102228"	"阳光玫瑰"	"斤"	"10244"	"108"		"1"	
"102229"	"果粒橙"	"瓶"	"11431"	"1102"		"11"	
"102230"	"立白洗洁精"	"桶"	"10543"	"702"		"7"	
"102231"	"不锈钢笼屉"	"个"	"11432"	"704"		"7"	
"102232"	"矿泉水"	"件"	"11433"	"1102"		"11"	
"102233"	"香辣牛肉面"	"箱"	"11434"	"1107"		"11"	
"102234"	"草菇"	"斤"	"11435"	"106"		"1"	
"102236"	"紫米面"	"斤"	"11436"	"901"		"9"	
"102237"	"鲜牛上脑"	"斤"	"11437"	"203"		"2"	
"102238"	"凉薯"	"斤"	"11438"	"102"		"1"	
"102239"	"山蒜花"	"盒"	"11439"	"109"		"1"	
"102240"	"樟树港辣椒"	"斤"	"11440"	"105"		"1"	
"102241"	"正大鸭血"	"管"	"10217"	"107"		"1"	
"102242"	"松花蛋肠"	"斤"	"11441"	"605"		"6"	
"102243"	"罗勒酱"	"瓶"	"11442"	"303"		"3"	
"102244"	"不锈钢碗"	"个"	"11443"	"704"		"7"	
"102246"	"南天竹"	"支"	"11445"	"109"		"1"	
"102249"	"麻鸭"	"斤"	"11446"	"202"		"2"	
"102250"	"彩菊"	"盒"	"11317"	"109"		"1"	
"102251"	"杂粮馒头"	"个"	"10508"	"403"		"4"	
"102252"	"泡酸萝卜"	"斤"	"11447"	"602"		"6"	
"102254"	"绞肉机"	"台"	"11449"	"704"		"7"	
"102255"	"酒精块"	"件"	"11450"	"701"		"7"	
"102256"	"金丝咸菜"	"件"	"10694"	"602"		"6"	
"102257"	"雪碧"	"桶"	"11320"	"1102"		"11"	
"102258"	"玉米窝窝头"	"个"	"11403"	"403"		"4"	
"102259"	"小玉米糁"	"斤"	"11451"	"904"		"9"	
"102260"	"干百合"	"斤"	"11452"	"306"		"3"	
"102261"	"奶油小馒头"	"袋"	"11453"	"1207"		"12"	
"102262"	"刀板香腊肉"	"袋"	"10572"	"606"		"6"	
"102263"	"红糖糍粑"	"袋"	"11454"	"1207"		"12"	
"102264"	"碎冰"	"斤"	"11455"	"1104"		"11"	
"102265"	"水晶肴肉"	"斤"	"11456"	"601"		"6"	
"102267"	"小米菊"	"盒"	"11317"	"109"		"1"	
"102268"	"烧烤香菇"	"斤"	"10197"	"106"		"1"	
"102269"	"牛心甘蓝"	"斤"	"10101"	"101"		"1"	
"102270"	"海参"	"盒"	"11458"	"508"		"5"	
"102271"	"泥鳅"	"斤"	"11459"	"507"		"5"	
"102273"	"家乐干锅酱"	"瓶"	"10726"	"303"		"3"	
"102274"	"甜豆仁"	"斤"	"10230"	"103"		"1"	
"102275"	"毛豆仁"	"斤"	"10228"	"103"		"1"	
"102276"	"鲜活青虾"	"斤"	"11461"	"502"		"5"	
"102278"	"蒸肉米粉"	"袋"	"11123"	"302"		"3"	
"102279"	"锡纸"	"盒"	"11463"	"701"		"7"	
"102280"	"泡菜老坛酸菜面"	"箱"	"11434"	"1107"		"11"	
"102281"	"姜汁"	"瓶"	"11465"	"304"		"3"	
"102282"	"鲜山楂"	"斤"	"11466"	"108"		"1"	
"102284"	"去核红枣"	"袋"	"11468"	"1101"		"11"	
"102285"	"黄芪"	"斤"	"11469"	"305"		"3"	
"102287"	"家乐浓汤宝"	"盒"	"11128"	"304"		"3"	
"102288"	"包子"	"个"	"11472"	"403"		"4"	
"102289"	"素包子"	"个"	"11472"	"403"		"4"	
"102290"	"小河虾仁"	"袋"	"11473"	"504"		"5"	
"102291"	"砂锅煲"	"个"	"11474"	"704"		"7"	
"102292"	"湖北腊肉"	"斤"	"10572"	"606"		"6"	
"102293"	"可口可乐"	"瓶"	"11320"	"1102"		"11"	
"102295"	"熟牛肚"	"斤"	"11476"	"604"		"6"	
"102296"	"丁烷喷枪"	"个"	"11477"	"704"		"7"	
"102297"	"空心粉"	"袋"	"11478"	"401"		"4"	
"102298"	"皮冻"	"斤"	"11479"	"601"		"6"	
"102299"	"麻山药"	"斤"	"10139"	"102"		"1"	
"102300"	"鲜猪肚"	"斤"	"11480"	"201"		"2"	
"102301"	"罗氏虾"	"斤"	"11481"	"502"		"5"	
"102302"	"古松白砂糖"	"袋"	"10403"	"302"		"3"	
"102303"	"鲜清江鱼"	"斤"	"11482"	"501"		"5"	
"102304"	"鲜牛鞭"	"斤"	"11483"	"203"		"2"	
"102305"	"碳"	"袋"	"11484"	"701"		"7"	
"102306"	"盐焗鸡"	"斤"	"11485"	"603"		"6"	
"102307"	"白胡椒粉"	"瓶"	"11347"	"302"		"3"	
"102308"	"上海青"	"斤"	"10102"	"101"		"1"	
"102309"	"肚包肉"	"斤"	"11486"	"601"		"6"	
"102310"	"响铃卷"	"袋"	"11487"	"1207"		"12"	
"102311"	"U8啤酒"	"箱"	"11503"	"1104"		"11"	
"102313"	"棕色砂锅"	"个"	"11428"	"704"		"7"	
"102314"	"鲍鱼"	"斤"	"11490"	"509"		"5"	
"102315"	"五得利三星面粉"	"袋"	"11315"	"901"		"9"	
"102316"	"果叉"	"包"	"11491"	"701"		"7"	
"102317"	"山苏叶"	"斤"	"11492"	"109"		"1"	
"102318"	"田七叶"	"斤"	"11493"	"109"		"1"	
"102319"	"菌汤包"	"包"	"11494"	"305"		"3"	
"102320"	"麻辣红油"	"瓶"	"10464"	"304"		"3"	
"102321"	"黄豆嘴"	"斤"	"11496"	"107"		"1"	
"102322"	"黄金豆"	"包"	"11497"	"1106"		"11"	
"102323"	"厚线手套"	"包"	"10875"	"702"		"7"	
"102324"	"白手套"	"双"	"10875"	"702"		"7"	
"102325"	"草原红太阳火锅底料"	"袋"	"10586"	"303"		"3"	
"102326"	"欧芹"	"斤"	"11498"	"109"		"1"	
"102327"	"金龙鱼大豆油"	"桶"	"10685"	"902"		"9"	
"102328"	"香菜苗"	"盒"	"11499"	"109"		"1"	
"102329"	"Tabasco辣椒仔酱"	"瓶"	"10438"	"303"		"3"	
"102332"	"碧根果"	"斤"	"11502"	"1106"		"11"	
"102333"	"啤酒"	"瓶"	"11503"	"1104"		"11"	
"102335"	"胶带"	"卷"	"11505"	"707"		"7"	
"102336"	"笼屉纸"	"包"	"11506"	"701"		"7"	
"102337"	"龙王豆浆粉"	"袋"	"11319"	"1104"		"11"	
"102338"	"黑葡萄干"	"斤"	"10597"	"306"		"3"	
"102339"	"熟腰果"	"斤"	"11081"	"306"		"3"	
"102341"	"冠利酸黄瓜"	"瓶"	"11136"	"307"		"3"	
"102342"	"香香南豆腐"	"盒"	"10890"	"107"		"1"	
"102343"	"创可贴"	"盒"	"11507"	"702"		"7"	
"102345"	"油豆腐"	"斤"	"10219"	"107"		"1"	
"102346"	"风干猪蹄"	"斤"	"11508"	"603"		"6"	
"102347"	"糯米藕"	"袋"	"11509"	"608"		"6"	
"102348"	"咯吱盒"	"斤"	"11510"	"1101"		"11"	
"102349"	"风干鸡"	"只"	"11511"	"603"		"6"	
"102350"	"大白菜"	"斤"	"10111"	"101"		"1"	
"102352"	"黄心土豆"	"斤"	"10134"	"102"		"1"	
"102353"	"红线椒"	"斤"	"10190"	"105"		"1"	
